name,abbrv,formula,state,ref1,ref2,date,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
NiH2AsO4+,NA,NiH2AsO4+,aq,MA07,MA10,12.Sep.07,-193146,-233785,-7.1,36.4,10,3.358,0.4185,5.3569,-2.7963,33.4496,4.375,0.6516,1
CuH2AsO4+,NA,CuH2AsO4+,aq,MA07,MA10,12.Sep.07,-166866,-204382,4.1,49.9,14.9,3.9712,1.9164,4.7138,-2.8583,39.7683,7.1249,0.4813,1
ZnH2AsO4+,NA,ZnH2AsO4+,aq,MA07,MA10,12.Sep.07,-215927,-255372,-0.3,50.7,15.3,4.0397,2.0836,4.642,-2.8652,40.8741,7.2945,0.5485,1
PbH2AsO4+,NA,PbH2AsO4+,aq,MA07,MA10,12.Sep.07,-187896,-215577,44.7,34.1,25,5.1359,4.7611,3.4924,-2.9759,24.9084,3.9167,-0.1328,1
AlH2AsO4+2,NA,AlH2AsO4+2,aq,MA07,MA10,12.Sep.07,-299978,-350717,-57,34.9,-7.1,1.4491,-4.244,7.3587,-2.6036,44.5413,4.0694,1.9508,2
FeH2AsO4+2,NA,FeH2AsO4+2,aq,MA07,MA10,12.Sep.07,-189949,-235535,-39.9,66.2,1.1,2.4901,-1.7013,6.267,-2.7087,60.4374,10.4402,1.6927,2
NaHAsO4-,NA,NaHAsO4-,aq,MA07,MA10,12.Sep.07,-234025,-272938,19.4,11,16.4,4.464,3.12,4.197,-2.908,24.8601,-0.79,1.3274,-1
KHAsO4-,NA,KHAsO4-,aq,MA07,MA10,12.Sep.07,-238754,-275247,30.7,3.9,26.1,5.7282,6.2078,2.8713,-3.0357,19.1455,-2.2322,1.1561,-1
MgHAsO4,NA,MgHAsO4,aq,MA07,MA10,12.Sep.07,-282655,-326456,-17.1,-3.4,-0.5,1.6885,-3.6591,7.1076,-2.6278,3.8675,-3.7233,-0.038,0
CaHAsO4,NA,CaHAsO4,aq,MA07,MA10,12.Sep.07,-306038,-344341,3.5,-5.6,2,2.0228,-2.8426,6.757,-2.6615,2.5879,-4.1694,-0.038,0
SrHAsO4,NA,SrHAsO4,aq,MA07,MA10,12.Sep.07,-307750,-344917,9.8,-8.1,2.4,2.0851,-2.6905,6.6917,-2.6678,1.1155,-4.6827,-0.038,0
MnHAsO4,NA,MnHAsO4,aq,MA07,MA10,12.Sep.07,-229564,-268033,0.7,-2.1,2.7,2.1148,-2.618,6.6606,-2.6708,4.592,-3.4707,-0.038,0
FeHAsO4,NA,FeHAsO4,aq,MA07,MA10,12.Sep.07,-196961,-237958,-8.9,-5.9,-0.9,1.6263,-3.8112,7.1729,-2.6215,2.3717,-4.2448,-0.038,0
CoHAsO4,NA,CoHAsO4,aq,MA07,MA10,12.Sep.07,-187516,-229240,-10.7,-5.8,-3.2,1.3102,-4.5832,7.5044,-2.5896,2.4302,-4.2244,-0.038,0
NiHAsO4,NA,NiHAsO4,aq,MA07,MA10,12.Sep.07,-185083,-227995,-14.7,-9.7,-5.7,0.9749,-5.4021,7.8559,-2.5557,0.1514,-5.0188,-0.038,0
CuHAsO4,NA,CuHAsO4,aq,MA07,MA10,12.Sep.07,-160044,-200797,-6.7,-3.7,-2.6,1.3964,-4.3727,7.414,-2.5983,3.6572,-3.7966,-0.038,0
ZnHAsO4,NA,ZnHAsO4,aq,MA07,MA10,12.Sep.07,-209827,-252128,-9.9,-3.4,-2.4,1.4251,-4.3025,7.3838,-2.6012,3.8733,-3.7213,-0.038,0
PbHAsO4,NA,PbHAsO4,aq,MA07,MA10,12.Sep.07,-180119,-214509,22.2,-10.7,3.7,2.2585,-2.267,6.5099,-2.6853,-0.4328,-5.2225,-0.038,0
AlHAsO4+,NA,AlHAsO4+,aq,MA07,MA10,12.Sep.07,-295884,-343378,-46.1,-37.3,-8.2,1.0572,-5.2011,7.7697,-2.564,-4.1613,-10.6336,1.242,1
FeHAsO4+,NA,FeHAsO4+,aq,MA07,MA10,12.Sep.07,-188188,-232211,-34.7,-23.4,-4.9,1.4545,-4.2306,7.353,-2.6042,2.37,-7.8022,1.0694,1
NaAsO4-2,NA,NaAsO4-2,aq,MA07,MA10,12.Sep.07,-223700,-253943,48.5,-38.4,-17,0.2824,-7.0935,8.5822,-2.4858,6.8433,-10.8648,2.5085,-2
KAsO4-2,NA,KAsO4-2,aq,MA07,MA10,12.Sep.07,-228428,-249049,84,-45.5,-9.64,1.1121,-5.0669,7.712,-2.5696,-2.2416,-12.307,1.9714,-2
MgAsO4-,NA,MgAsO4-,aq,MA07,MA10,12.Sep.07,-271474,-307316,9.64,-55,-25.98,-1.3284,-11.0278,10.2713,-2.3232,-12.33,-14.2311,1.3662,-1
CaAsO4-,NA,CaAsO4-,aq,MA07,MA10,12.Sep.07,-294913,-323114,37.4,-57.2,-25.5,-1.3685,-11.1259,10.3134,-2.3191,-17.4821,-14.6772,1.0531,-1
SrAsO4-,NA,SrAsO4-,aq,MA07,MA10,12.Sep.07,-296243,-323239,43.9,-59.7,-25.41,-1.3889,-11.1758,10.3349,-2.317,-19.8655,-15.1905,0.9562,-1
MnAsO4-,NA,MnAsO4-,aq,MA07,MA10,12.Sep.07,-218289,-247805,30.7,-53.7,-25.37,-1.2541,-10.8464,10.1934,-2.3307,-14.5434,-13.9785,1.339,-1
FeAsO4-,NA,FeAsO4-,aq,MA07,MA10,12.Sep.07,-186668,-218541,21.7,-57.5,-26.07,-1.3653,-11.1181,10.3101,-2.3194,-15.504,-14.7525,1.2932,-1
CoAsO4-,NA,CoAsO4-,aq,MA07,MA10,12.Sep.07,-177190,-210481,17.6,-57.4,-26.53,-1.4073,-11.2205,10.3541,-2.3152,-14.8722,-14.7322,1.3555,-1
NiAsO4-,NA,NiAsO4-,aq,MA07,MA10,12.Sep.07,-176304,-211320,11.8,-61.3,-27.01,-1.4432,-11.3083,10.3918,-2.3116,-16.3404,-15.5266,1.4434,-1
CuAsO4-,NA,CuAsO4-,aq,MA07,MA10,12.Sep.07,-151743,-183607,23.1,-55.3,-26.4,-1.4178,-11.2463,10.3651,-2.3141,-14.418,-14.3044,1.2716,-1
ZnAsO4-,NA,ZnAsO4-,aq,MA07,MA10,12.Sep.07,-200121,-233853,18.9,-55,-26.36,-1.3907,-11.1799,10.3366,-2.3169,-13.6104,-14.229,1.3358,-1
PbAsO4-,NA,PbAsO4-,aq,MA07,MA10,12.Sep.07,-169793,-194437,54.9,-62.3,-25.16,-1.4108,-11.2291,10.3577,-2.3148,-22.9414,-15.7303,0.7904,-1
AlAsO4,NA,AlAsO4,aq,MA07,MA10,12.Sep.07,-285558,-330011,-35.9,-60.2,-9.75,0.418,-6.7624,8.44,-2.4995,-29.3427,-15.3014,-0.038,0
FeAsO4,NA,FeAsO4,aq,MA07,MA10,12.Sep.07,-177862,-218546,-23.5,-84.8,-13.09,-0.0391,-7.8787,8.9193,-2.4533,-43.7161,-20.3124,-0.038,0
NaH2AsO3,NA,NaH2AsO3,aq,MA07,MA10,12.Sep.07,-203270,-228832,39.7,28.4,32.7,6.2236,7.4178,2.3518,-3.0857,22.4338,2.7495,-0.038,0
AgH2AsO3,NA,AgH2AsO3,aq,MA07,MA10,12.Sep.07,-123526,-147071,44.3,25.8,33,6.2709,7.5332,2.3022,-3.0905,20.9088,2.2178,-0.038,0
MgH2AsO3+,NA,MgH2AsO3+,aq,MA07,MA10,12.Sep.07,-251410,-286183,-11.3,41.3,9.9,3.3617,0.4276,5.353,-2.7967,36.9078,5.3772,0.7149,1
CaH2AsO3+,NA,CaH2AsO3+,aq,MA07,MA10,12.Sep.07,-274922,-301872,17.1,36.4,13.8,3.7486,1.3726,4.9473,-2.8358,30.0706,4.3735,0.2853,1
SrH2AsO3+,NA,SrH2AsO3+,aq,MA07,MA10,12.Sep.07,-275601,-300702,25.8,30.7,14.5,3.8032,1.506,4.89,-2.8413,25.5459,3.2185,0.1538,1
BaH2AsO3+,NA,BaH2AsO3+,aq,MA07,MA10,12.Sep.07,-276315,-297936,40.1,25.6,19.9,4.4634,3.1185,4.1977,-2.908,20.5926,2.1872,-0.0628,1
CuH2AsO3+,NA,CuH2AsO3+,aq,MA07,MA10,12.Sep.07,-134368,-164924,3,40.5,6.5,2.8237,-0.8865,5.9172,-2.7424,34.4453,5.2122,0.499,1
PbH2AsO3+,NA,PbH2AsO3+,aq,MA07,MA10,12.Sep.07,-153138,-174063,42.8,24.7,16.5,3.9918,1.9667,4.6922,-2.8603,19.6811,2.0039,-0.1047,1
AlH2AsO3+2,NA,AlH2AsO3+2,aq,MA07,MA10,12.Sep.07,-266611,-309612,-55.5,25.5,-15.6,0.2882,-7.0795,8.5761,-2.4864,38.8545,2.1567,1.929,2
FeH2AsO3+2,NA,FeH2AsO3+2,aq,MA07,MA10,12.Sep.07,-154392,-192413,-39.1,56.8,-7.3,1.3321,-4.5295,7.4813,-2.5918,54.8314,8.5274,1.6797,2
methyldiethanolamine,MDEA,CH3N(C2H4OH)2,aq,HPT06,NA,13.Sep.07,NA,NA,NA,92,109.92,40.2008,-35.0358,-89.7466,21.5514,89.579,-2.1991,-0.9332,0
"methyldiethanolammonium chloride",MDEAHCl,CH3NH(C2H4OH)2Cl,aq,HPT06,NA,13.Sep.07,NA,NA,NA,46.44,123.32,40.9178,-23.1193,-69.1683,14.354,71.773,-8.2522,0.8758,0
phenol,NA,C6H5OH,aq,CSM+07,NA,12.Sep.07,-12141,-36305,45.41,77.2,86,1.7544,11.5124,129.682,-7.6076,73.5827,1.4115,-0.0878,0
o-cresol,NA,C6H4OHCH3,aq,CSM+07,NA,12.Sep.07,-12022,-44766,49.24,97.04,102.3,2.0781,13.9687,154.744,-9.3217,92.2921,1.8701,-0.1029,0
m-cresol,NA,C6H4OHCH3,aq,CSM+07,NA,12.Sep.07,-13838,-45650,52.37,90.58,101.5,2.07,13.6458,153.824,-9.1766,86.6946,1.4988,-0.0907,0
p-cresol,NA,C6H4OHCH3,aq,CSM+07,NA,12.Sep.07,-11735,-43977,50.91,90.58,101.5,2.07,13.6458,153.824,-9.1766,86.6946,1.4988,-0.0907,0
aniline,NA,C6H7N,aq,CSM+07,NA,12.Sep.07,-5282,-33915,44.41,82.7,89.7,1.8201,12.3504,135.065,-8.0681,77.7725,2.0507,-0.109,0
o-toluidine,NA,C7H9N,aq,CSM+07,NA,12.Sep.07,36544,-280,49.55,95.12,105.3,2.1334,14.5423,159.23,-9.6804,89.902,2.138,-0.112,0
m-toluidine,NA,C7H9N,aq,CSM+07,NA,12.Sep.07,36018,-710,49.86,95.12,105.4,2.1334,14.5423,159.23,-9.6804,89.902,2.138,-0.112,0
p-toluidine,NA,C7H9N,aq,CSM+07,NA,12.Sep.07,36568,-543,48.59,95.36,105.3,2.1335,14.5411,159.233,-9.68,89.142,2.1359,-0.112,0
o-dihydroxybenzene,NA,C6H6O2,aq,CSM+07,NA,12.Sep.07,-53466,-84034,48.42,77.2,87,1.8628,9.4261,135.404,-7.2189,83.7333,-3.1154,0.0332,0
m-dihydroxybenzene,NA,C6H6O2,aq,CSM+07,NA,12.Sep.07,-54947,-84704,51.17,65.97,89.2,1.9099,9.6644,138.803,-7.3967,72.5,-3.1154,0.0332,0
p-dihydroxybenzene,NA,C6H6O2,aq,CSM+07,NA,12.Sep.07,-51769,-81549,51.08,65.97,89.2,1.9099,9.6644,138.803,-7.3967,72.5,-3.1154,0.0332,0
o-diaminobenzene,NA,C6H8N2,aq,CSM+07,NA,12.Sep.07,56238,29995,90.94,92.26,93.9,1.9834,10.8492,144.909,-7.9508,96.3289,-1.8372,0.0342,0
m-diaminobenzene,NA,C6H8N2,aq,CSM+07,NA,12.Sep.07,56238,29995,90.94,75.76,96.9,2.0467,11.1955,149.555,-8.2091,79.8375,-1.8372,0.0342,0
p-diaminobenzene,NA,C6H8N2,aq,CSM+07,NA,12.Sep.07,56238,29995,90.94,75.76,96.9,2.0467,11.1955,149.555,-8.2091,79.8375,-1.8372,0.0342,0
aminophenols,NA,C6H7NO,aq,CSM+07,NA,12.Sep.07,5712,-17734,86.33,70.27,93,1.9788,10.4161,144.173,-7.7925,75.4541,-2.4763,0.1868,0
"pyruvic acid",NA,CH3COCOOH,aq,DS09,NA,30.Jun.10,-116898,NA,43,27.39,54.6,9.3442,13.7309,0.5923,-3.348,5.8903,9.1799,-0.3088,0
pyruvate,NA,CH3COCOO-,aq,DS09,NA,30.Jun.10,-113504,NA,40.99,-12.62,41.5,7.7918,10.0868,4.2106,-3.1973,5.3246,-4.261,0.1009,-1
"oxaloacetic acid",NA,C4H4O5,aq,DS09,NA,30.Jun.10,-200359,NA,68.71,25.98,72.4,11.7108,17.158,5.9003,-3.4896,6.5026,9.0247,-0.1247,0
H-oxaloacetate,NA,C4H3O5-,aq,DS09,NA,30.Jun.10,-196869,NA,55.71,-18.57,60.3,10.288,15.9467,2.5031,-3.4396,-2.5335,-4.3332,0.7902,-1
oxaloacetate-2,NA,C4H2O5-2,aq,DS09,NA,30.Jun.10,-190894,NA,25.79,-78.42,46.7,9.1083,13.1771,3.3102,-3.3251,-42.12,-5.0583,2.7237,-2
"malic acid",NA,C4H6O5,aq,DS09,NA,30.Jun.10,-213098,NA,67.83,54.42,82.8,13.1508,20.272,5.1675,-3.6184,28.0217,12.1772,-0.1801,0
H-malate,NA,C4H5O5-,aq,DS09,NA,30.Jun.10,-208509,NA,54.42,9.85,69.4,11.5282,18.858,1.6549,-3.5599,25.3824,-3.9885,0.8233,-1
